case_id,config_hash,environment_id,experiment,stage,algorithm,n,S,x,seed,repeat,measurement_mode,comparisons,cpu_seconds,wall_seconds,sort_batch_size,cpu_total_seconds,wall_total_seconds,order_position,length_ok,order_ok,integrity_method,integrity_ok,input_sum,input_sum_squares,input_xor,dataset_sha256,output_sha256,rss_bytes_after,python_version,platform,completed_utc
tune:1000:1:hybrid:16:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,16,100,12301,1,counted,10345,,,1,,,0,True,True,exact_histogram+sum+squares+xor,True,50692,3385956,60,c46ebb65daa85c368b183963284e7c24a46606e5d999d58bf3ce89b59721daa8,d1ab16dde79ed81fee27e7358b83d24111e2fcc18ca84b1df0988de53e7b1a0e,29376512,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:05.908702+00:00
tune:1000:1:hybrid:32:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,32,100,12301,1,counted,13287,,,1,,,1,True,True,exact_histogram+sum+squares+xor,True,50692,3385956,60,c46ebb65daa85c368b183963284e7c24a46606e5d999d58bf3ce89b59721daa8,d1ab16dde79ed81fee27e7358b83d24111e2fcc18ca84b1df0988de53e7b1a0e,29384704,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:05.922630+00:00
tune:1000:1:hybrid:16:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,16,100,12301,1,timed,,0.00234375,0.0024250200018286704,20,0.046875,0.04850040003657341,2,True,True,exact_histogram+sum+squares+xor,True,50692,3385956,60,c46ebb65daa85c368b183963284e7c24a46606e5d999d58bf3ce89b59721daa8,d1ab16dde79ed81fee27e7358b83d24111e2fcc18ca84b1df0988de53e7b1a0e,29384704,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:05.983403+00:00
tune:1000:1:hybrid:4:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,4,100,12301,1,counted,8738,,,1,,,3,True,True,exact_histogram+sum+squares+xor,True,50692,3385956,60,c46ebb65daa85c368b183963284e7c24a46606e5d999d58bf3ce89b59721daa8,d1ab16dde79ed81fee27e7358b83d24111e2fcc18ca84b1df0988de53e7b1a0e,29384704,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.002881+00:00
tune:1000:1:hybrid:8:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,8,100,12301,1,counted,9055,,,1,,,4,True,True,exact_histogram+sum+squares+xor,True,50692,3385956,60,c46ebb65daa85c368b183963284e7c24a46606e5d999d58bf3ce89b59721daa8,d1ab16dde79ed81fee27e7358b83d24111e2fcc18ca84b1df0988de53e7b1a0e,29388800,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.017528+00:00
tune:1000:1:hybrid:1:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,1,100,12301,1,timed,,0.00390625,0.00366959500242956,20,0.078125,0.0733919000485912,5,True,True,exact_histogram+sum+squares+xor,True,50692,3385956,60,c46ebb65daa85c368b183963284e7c24a46606e5d999d58bf3ce89b59721daa8,d1ab16dde79ed81fee27e7358b83d24111e2fcc18ca84b1df0988de53e7b1a0e,29388800,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.102476+00:00
tune:1000:1:hybrid:1:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,1,100,12301,1,counted,8669,,,1,,,6,True,True,exact_histogram+sum+squares+xor,True,50692,3385956,60,c46ebb65daa85c368b183963284e7c24a46606e5d999d58bf3ce89b59721daa8,d1ab16dde79ed81fee27e7358b83d24111e2fcc18ca84b1df0988de53e7b1a0e,29388800,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.122237+00:00
tune:1000:1:hybrid:8:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,8,100,12301,1,timed,,0.003125,0.0026754749997053295,20,0.0625,0.05350949999410659,7,True,True,exact_histogram+sum+squares+xor,True,50692,3385956,60,c46ebb65daa85c368b183963284e7c24a46606e5d999d58bf3ce89b59721daa8,d1ab16dde79ed81fee27e7358b83d24111e2fcc18ca84b1df0988de53e7b1a0e,29392896,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.188582+00:00
tune:1000:1:hybrid:32:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,32,100,12301,1,timed,,0.00234375,0.002663954999297857,20,0.046875,0.053279099985957146,8,True,True,exact_histogram+sum+squares+xor,True,50692,3385956,60,c46ebb65daa85c368b183963284e7c24a46606e5d999d58bf3ce89b59721daa8,d1ab16dde79ed81fee27e7358b83d24111e2fcc18ca84b1df0988de53e7b1a0e,29392896,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.257949+00:00
tune:1000:1:hybrid:4:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(iii),tune,hybrid,1000,4,100,12301,1,timed,,0.003125,0.0029990100010763854,20,0.0625,0.05998020002152771,9,True,True,exact_histogram+sum+squares+xor,True,50692,3385956,60,c46ebb65daa85c368b183963284e7c24a46606e5d999d58bf3ce89b59721daa8,d1ab16dde79ed81fee27e7358b83d24111e2fcc18ca84b1df0988de53e7b1a0e,29392896,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.330847+00:00
